year,coo_id,coo_name,coo,coo_iso,coa_id,coa_name,coa,coa_iso,refugees,asylum_seekers,returned_refugees,idps,returned_idps,stateless,ooc,oip,hst
2024,200,Ukraine,UKR,UKR,61,Finland,FIN,FIN,68589,197,2000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,64,France,FRA,FRA,68929,6296,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,70,United Kingdom of Great Britain and Northern Ireland,GBR,GBR,255141,945,6000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,71,Georgia,GEO,GEO,29914,85,2000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,72,Germany,GFR,DEU,1205729,1830,17000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,73,Ghana,GHA,GHA,0,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,76,Greece,GRE,GRC,32830,61,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,78,Guatemala,GUA,GTM,5,0,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,84,Croatia,HRV,HRV,27256,11,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,85,Hungary,HUN,HUN,62987,0,6000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,86,Iceland,ICE,ISL,4029,27,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,88,India,IND,IND,0,89,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,90,Ireland,IRE,IRL,109081,451,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,92,Iraq,IRQ,IRQ,0,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,93,Israel,ISR,ISR,39,262,0,0,0,0,25000,NA,0
2024,200,Ukraine,UKR,UKR,94,Italy,ITA,ITA,167780,1875,2000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,97,Japan,JPN,JPN,2058,0,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,98,Kazakhstan,KAZ,KAZ,99,146,5,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,99,Kenya,KEN,KEN,0,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,100,Kyrgyzstan,KGZ,KGZ,21,30,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,102,Rep. of Korea,KOR,KOR,23,37,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,109,Lebanon,LEB,LBN,0,15,0,0,0,0,5,NA,0
2024,200,Ukraine,UKR,UKR,111,Liechtenstein,LIE,LIE,727,0,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,113,Lithuania,LTU,LTU,50641,10,4000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,114,Luxembourg,LUX,LUX,3747,40,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,115,Latvia,LVA,LVA,47687,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,120,North Macedonia,MCD,MKD,20741,0,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,122,Rep. of Moldova,MDA,MDA,135486,375,6000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,124,Mexico,MEX,MEX,102,130,0,0,0,0,17,NA,0
2024,200,Ukraine,UKR,UKR,133,Montenegro,MNE,MNE,18558,0,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,130,Morocco,MOR,MAR,0,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,132,Malta,MTA,MLT,2591,110,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,137,Nepal,NEP,NPL,0,8,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,138,Netherlands (Kingdom of the),NET,NLD,118974,564,3000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,141,Nigeria,NIG,NGA,0,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,143,Norway,NOR,NOR,79112,877,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,145,New Zealand,NZL,NZL,23,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,148,Panama,PAN,PAN,21,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,149,Paraguay,PAR,PRY,9,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,150,Peru,PER,PER,31,109,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,151,Philippines,PHI,PHL,0,48,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,154,Poland,POL,POL,991223,3448,39000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,155,Portugal,POR,PRT,57141,16,2000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,158,Romania,ROM,ROU,177996,5,28000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,159,South Africa,RSA,ZAF,5,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,160,Russian Federation,RUS,RUS,6894,149,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,173,Spain,SPA,ESP,222544,1010,4000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,10719,0,0,0,0,0,61,NA,0
2024,200,Ukraine,UKR,UKR,180,Slovakia,SVK,SVK,142172,10,12000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,181,Slovenia,SVN,SVN,11296,127,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,183,Sweden,SWE,SWE,45993,151,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,184,Switzerland,SWI,CHE,66894,639,6059,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,186,United Rep. of Tanzania,TAN,TZA,0,13,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,195,Tunisia,TUN,TUN,0,6,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,196,Türkiye,TUR,TUR,2616,0,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,262,Unknown ,UKN,UNK,0,0,20000,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,0,0,0,3665000,782000,0,851644,NA,0
2024,200,Ukraine,UKR,UKR,201,Uruguay,URU,URY,18,5,0,0,0,0,0,NA,0
2024,200,Ukraine,UKR,UKR,202,United States of America,USA,USA,3397,18658,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,3,Albania,ALB,ALB,4571,0,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,8,Egypt,ARE,EGY,0,10,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,9,Argentina,ARG,ARG,121,41,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,10,Armenia,ARM,ARM,4790,40,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,11,Australia,AUL,AUS,4181,1292,251,0,0,0,87,NA,0
2025,200,Ukraine,UKR,UKR,12,Austria,AUS,AUT,91865,57,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,13,Azerbaijan,AZE,AZE,4893,150,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,17,Belgium,BEL,BEL,91773,713,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,18,Benin,BEN,BEN,0,5,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,24,Belarus,BLR,BLR,40561,1460,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,25,Bolivia (Plurinational State of),BOL,BOL,12,0,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,27,Brazil,BRA,BRA,1639,30,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,29,Bosnia and Herzegovina,BSN,BIH,324,5,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,30,Bulgaria,BUL,BGR,82455,5,17000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,33,Canada,CAN,CAN,172945,1363,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,37,China,CHI,CHN,0,17,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,38,Chile,CHL,CHL,82,23,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,44,Colombia,COL,COL,9,18,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,45,Costa Rica,COS,CRI,38,11,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,48,Cyprus,CYP,CYP,24986,35,3000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,49,Czechia,CZE,CZE,392955,125,7000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,50,Denmark,DEN,DNK,48216,613,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,53,Dominican Rep.,DOM,DOM,5,29,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,54,Ecuador,ECU,ECU,119,9,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,57,Estonia,EST,EST,40809,245,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,61,Finland,FIN,FIN,77439,126,3000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,64,France,FRA,FRA,75695,3765,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,70,United Kingdom of Great Britain and Northern Ireland,GBR,GBR,270489,371,3000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,71,Georgia,GEO,GEO,25908,88,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,72,Germany,GFR,DEU,1173192,1716,26000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,76,Greece,GRE,GRC,38426,71,3000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,78,Guatemala,GUA,GTM,5,0,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,84,Croatia,HRV,HRV,28317,15,3000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,85,Hungary,HUN,HUN,64841,0,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,86,Iceland,ICE,ISL,4664,55,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,88,India,IND,IND,0,98,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,90,Ireland,IRE,IRL,118319,406,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,92,Iraq,IRQ,IRQ,0,7,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,93,Israel,ISR,ISR,40,436,0,0,0,0,18000,NA,0
2025,200,Ukraine,UKR,UKR,94,Italy,ITA,ITA,64721,2096,4000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,97,Japan,JPN,JPN,2346,0,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,98,Kazakhstan,KAZ,KAZ,4145,95,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,99,Kenya,KEN,KEN,0,6,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,100,Kyrgyzstan,KGZ,KGZ,915,31,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,102,Rep. of Korea,KOR,KOR,23,37,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,109,Lebanon,LEB,LBN,0,18,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,111,Liechtenstein,LIE,LIE,875,0,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,113,Lithuania,LTU,LTU,51321,5,3000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,114,Luxembourg,LUX,LUX,3856,73,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,115,Latvia,LVA,LVA,31003,0,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,120,North Macedonia,MCD,MKD,20741,0,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,122,Rep. of Moldova,MDA,MDA,148852,143,6000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,124,Mexico,MEX,MEX,91,59,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,133,Montenegro,MNE,MNE,12186,5,0,0,0,0,7,NA,0
2025,200,Ukraine,UKR,UKR,130,Morocco,MOR,MAR,0,5,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,132,Malta,MTA,MLT,2493,70,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,137,Nepal,NEP,NPL,0,9,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,138,Netherlands (Kingdom of the),NET,NLD,131899,330,1000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,143,Norway,NOR,NOR,83790,810,3000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,145,New Zealand,NZL,NZL,17,5,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,148,Panama,PAN,PAN,21,10,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,149,Paraguay,PAR,PRY,10,11,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,150,Peru,PER,PER,31,111,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,151,Philippines,PHI,PHL,0,15,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,154,Poland,POL,POL,972287,5205,32000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,155,Portugal,POR,PRT,59343,490,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,158,Romania,ROM,ROU,199461,8,4000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,160,Russian Federation,RUS,RUS,5488,249,0,0,0,0,80000,NA,0
2025,200,Ukraine,UKR,UKR,173,Spain,SPA,ESP,251276,955,3000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,164,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,16142,0,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,180,Slovakia,SVK,SVK,138849,6,6000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,181,Slovenia,SVN,SVN,11368,133,0,0,0,0,28,NA,0
2025,200,Ukraine,UKR,UKR,183,Sweden,SWE,SWE,49216,135,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,184,Switzerland,SWI,CHE,70714,18,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,186,United Rep. of Tanzania,TAN,TZA,0,12,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,196,Türkiye,TUR,TUR,2645,0,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,262,Unknown ,UKN,UNK,0,0,12000,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,200,Ukraine,UKR,UKR,0,0,0,3712000,579000,0,640380,NA,0
2025,200,Ukraine,UKR,UKR,201,Uruguay,URU,URY,20,5,0,0,0,0,0,NA,0
2025,200,Ukraine,UKR,UKR,202,United States of America,USA,USA,3302,1973,0,0,0,0,0,NA,0
